Suburb|Address|Rooms|Type|Price|Method|SellerG|Date|Distance|Postcode|Bedroom2|Bathroom|Car|Landsize|BuildingArea|YearBuilt|CouncilArea|Lattitude|Longtitude|Regionname|Propertycount
Oakleigh South|47 Washington Dr|3|h|945000.0|S|Woodards|3/06/2017|785674.5542972698|3167.0|3.0|1.0|2.0|640.0|1679580.4239494656||Kingston|-37.93646|145.08728|South-Eastern Metropolitan|3692.0
Essendon|2/57 Lincoln Rd|2|h|732500.0|S|Nelson|15/10/2016|726246.6189474043|3040.0|2.0|1.0|1.0|196.0|1037603.8592086307||Moonee Valley|-37.7515|144.9084|Western Metropolitan|9264.0
Preston|5 Ventnor St|3|h|1123000.0|S|hockingstuart|22/08/2016|1125371.04516426|3072.0|3.0|1.0|2.0|504.0|1079579.4244874718|1950.0|Darebin|-37.7476|144.9842|Northern Metropolitan|14577.0
Brunswick West|22 Henderson St|2|h|835000.0|VB|Nelson|15/07/2017|-716803.1442955963|3055.0|||||1204330.261062186|||||Northern Metropolitan|7082.0
Balaclava|21/54 Balston St|1|u|328500.0|S|hockingstuart|8/07/2017|1585196.0717677597|3183.0|1.0|1.0|1.0|0.0|-33787.70409371733||Port Phillip|-37.86874|144.998|Southern Metropolitan|2952.0
Balwyn North|36 Kenny St|3|h|2251000.0|S|Marshall|3/12/2016|2214862.300329616|3104.0|3.0|1.0|2.0|888.0|2338858.0324376896|1950.0|Boroondara|-37.8002|145.0949|Southern Metropolitan|7809.0
Kew|49 Princess St|4|h|2250000.0|S|Marshall|30/07/2016|2644057.247560752|3101.0|4.0|3.0|2.0|741.0|3195609.115329286|1890.0|Boroondara|-37.8043|145.0291|Southern Metropolitan|10331.0
St Kilda|14/12 Fitzroy St|1|u|350000.0|VB|Gary|1/07/2017|170751.73167834044|3182.0|1.0|1.0|1.0|0.0|747840.0051037766|2005.0|Port Phillip|-37.8614|144.97406999999995|Southern Metropolitan|13240.0
Hawthorn|14/59 Riversdale Rd|2|u|450000.0|PI|Jellis|1/07/2017|552651.0483912468|3122.0|2.0|1.0|1.0|1540.0|1033320.1606640543|1965.0|Boroondara|-37.82824|145.03136999999995|Southern Metropolitan|11308.0
Wantirna|7/3 Ashley St|2|h|450000.0|PI|Prof.|1/07/2017|76646.54401897575|3152.0|2.0|2.0|2.0|74.0|1866061.5463965863||Knox|-37.84646|145.22591|Eastern Metropolitan|5424.0
Croydon Hills|8 Wildberry Cl|4|h|905000.0|S|Fletchers|27/05/2017|272884.38501979795|3136.0|4.0|2.0|2.0|731.0|419660.1891080293|1985.0|Maroondah|-37.78021|145.26367|Eastern Metropolitan|1705.0
Pascoe Vale|9 Ormond St|4|h|937000.0|S|Nelson|30/07/2016|1169364.9719139491|3044.0|4.0|2.0|2.0|708.0|673315.5083521093||Moreland|-37.7257|144.9418|Northern Metropolitan|7485.0
Kealba|13 Woburn Cl|4|h|500000.0|S|hockingstuart|6/08/2016|1184524.3072600476|3021.0|4.0|2.0|2.0|579.0|1362449.701993478||Brimbank|-37.7359|144.8251|Western Metropolitan|1202.0
Doncaster|52 Timber Rdg|5|h|1360000.0|S|Fletchers|13/05/2017|5758697.630448433|3108.0|||||1546329.6403239903|||||Eastern Metropolitan|9028.0
Pascoe Vale|17 Wicklow St|3|h|881000.0|S|Brad|15/07/2017|1157104.1168466022|3044.0|3.0|1.0|2.0|1970.0|1786073.0813004645|114.39|Greater Dandenong|-37.97888|145.18861|Northern Metropolitan|7485.0
Altona North|45 Hearn St|5|h|1085000.0|S|FN|3/09/2016|895782.5261253987|3025.0|5.0|3.0|6.0|592.0|1878342.187243774|1965.0|Hobsons Bay|-37.8388|144.8567|Western Metropolitan|5132.0
St Kilda|5/69 Wellington St|2|u|580000.0|PI|McGrath|27/11/2016|1288167.012607111|3182.0|2.0|1.0|1.0|1155.0|719959.0467808762|1995.0|Port Phillip|-37.8568|144.9873|Southern Metropolitan|13240.0
Coburg|18 Craigrossie Av|5|h|1725000.0|S|Nelson|19/11/2016|259565.657366805|3058.0|||||998425.539770482|||||Northern Metropolitan|11204.0
Balwyn North|113 Maud St|4|h|2614000.0|S|Fletchers|4/03/2017|3013231.90239496|3104.0|4.0|2.0|2.0|772.0|2225558.36856878|1955.0|Boroondara|-37.7959|145.0787|Southern Metropolitan|7809.0
Preston|192 Murray Rd|3|h|821000.0|S|Love|27/11/2016|-140396.79194967402|3072.0|3.0|1.0|2.0|396.0|1354308.5558357956||Darebin|-37.7385|145.0103|Northern Metropolitan|14577.0
Maribyrnong|329 Gordon St|4|h|770000.0|SP|Jas|26/07/2016|-1776747.153472288|3032.0|4.0|2.0|2.0|215.0|1973505.3541426084|2000.0|Maribyrnong|-37.7817|144.8916|Western Metropolitan|4918.0
Kensington|24 McConnell St|2|h|1150000.0|S|Hodges|17/06/2017|2897145.212061621|3031.0|2.0|1.0|0.0|147.0|541841.3862996387|1890.0|Melbourne|-37.79067|144.92844|Northern Metropolitan|5263.0
Newport|94 Mason St|2|h|801000.0|SP|Williams|18/06/2016|274055.6401497689|3015.0|1.0|1.0|1.0|343.0|456981.0401630287|1920.0|Hobsons Bay|-37.8414|144.8752|Western Metropolitan|5498.0
Albert Park|74 Bridport St|3|h|2800000.0|VB|Buxton|30/07/2016|2562189.462320493|3206.0|3.0|3.0|1.0|0.0|3498705.2441905118||Port Phillip|-37.8399|144.9577|Southern Metropolitan|3280.0
Rosanna|1/43 Ellesmere Pde|3|t|887500.0|S|Miles|27/06/2016|-24724.797373601006|3084.0|||||749698.2507816945|||||Eastern Metropolitan|3540.0
Port Melbourne|120/1 Graham St|3|u|1725000.0|PI|Marshall|3/06/2017|2102851.6131253433|3207.0|3.0|2.0|2.0|0.0|984045.9913333334|2000.0|Port Phillip|-37.8429|144.94487|Southern Metropolitan|8648.0
Elwood|11/16 Byron St|1|u|326000.0|VB|hockingstuart|27/06/2016|222127.7787950956|3184.0|1.0|1.0|1.0|0.0|428671.1920692888||Port Phillip|-37.8768|144.9905|Southern Metropolitan|8989.0
Glen Waverley|20 Cowrie St|4|h|1200000.0|S|Harcourts|29/07/2017|949802.9100775877|3150.0|2.0|2.0|2.0|2000.0|676767.346923899|115.0|Whittlesea|-37.65151|145.02815|Eastern Metropolitan|15321.0
Chadstone|1/29 Atkinson St|3|t|905000.0|S|Buxton|20/05/2017|1720815.4067314782|3148.0|3.0|1.0|2.0|418.0|468719.1242754943|1955.0|Monash|-37.886|145.096|Southern Metropolitan|3582.0
Hawthorn East|12/82 Campbell Rd|2|u|400000.0|VB|Noel|17/09/2016|56025.577241015155|3123.0|1.0|1.0|1.0|0.0|36392.87089335127|1965.0|Boroondara|-37.8339|145.0548|Southern Metropolitan|6482.0
Footscray|53 Ryan St|2|h|1170000.0|S|Sweeney|15/10/2016|1101821.5062039627|3011.0|2.0|1.0|1.0|184.0|639589.0501064631|1900.0|Maribyrnong|-37.7988|144.90200000000004|Western Metropolitan|7570.0
Sunshine West|89 Whitesides Av|3|h|540000.0|S|Barry|18/06/2016|-318313.8756026763|3020.0|||||728899.3662277756|||||Western Metropolitan|6763.0
Coburg|144 The Avenue|4|h|1250000.0|VB|Nelson|23/04/2016|396544.81547123456|3058.0|4.0|3.0|1.0|515.0|2052110.9303524303|1900.0|Moreland|-37.7537|144.9766|Northern Metropolitan|11204.0
Strathmore|48 Bournian Av|4|h|1725000.0|PI|Brad|1/07/2017|1668995.782479937|3041.0|||||2365480.312070024|||||Western Metropolitan|3284.0
Pascoe Vale|2/6 Devon Rd|3|t|590000.0|PI|Nelson|15/10/2016|821050.076634209|3044.0|3.0|2.0|2.0|191.0|636504.608113055|2000.0|Moreland|-37.7223|144.9315|Northern Metropolitan|7485.0
Altona|10 Wilga Av|3|t|916500.0|S|hockingstuart|13/08/2016|-192546.67005050555|3018.0|||||337419.8207279887|||||Western Metropolitan|5301.0
North Melbourne|2/150 Arden St|2|u|440000.0|PI|hockingstuart|16/04/2016|-349574.58904278744|3051.0|2.0|1.0|1.0|0.0|689879.5740526344|1960.0|Melbourne|-37.8004|144.9465|Northern Metropolitan|6821.0
Brighton East|206 South Rd|4|h|1725000.0|SP|Hodges|19/11/2016|1269274.389148977|3187.0|4.0|3.0|2.0|798.0|2161900.7804111987||Bayside|-37.9311|145.0169|Southern Metropolitan|6938.0
Richmond|36 Charlotte St|2|h|1421000.0|S|Biggin|12/11/2016|2129938.589013075|3121.0|2.0|1.0|0.0|196.0|1363362.693923723||Yarra|-37.8254|145.0|Northern Metropolitan|14949.0
Brighton|1/191 New St|2|u|900000.0|S|Nick|14/05/2016|2662697.3983058217|3186.0|2.0|2.0|1.0|118.0|404056.4561385756|1970.0|Bayside|-37.914|144.9914|Southern Metropolitan|10579.0
Hawthorn East|4 Temple St|6|h|1666000.0|S|Noel|24/09/2016|-257471.3874530373|3123.0|6.0|2.0|0.0|350.0|1977979.5335194739|1900.0|Boroondara|-37.8219|145.0556|Southern Metropolitan|6482.0
Prahran|37 Wrights Tce|3|h|1730000.0|S|Jellis|8/10/2016|2825328.5055584833|3181.0|2.0|2.0|1.0|210.0|1798875.4940374624||Stonnington|-37.851|145.0051|Southern Metropolitan|7717.0
Fawkner|6/119 Anderson Rd|2|u|445000.0|S|Nelson|29/04/2017|2589158.3295660745|3060.0|2.0|1.0|1.0|196.0|375745.8889664339||Moreland|-37.6956|144.9656|Northern Metropolitan|5070.0
Glenroy|2/709 Pascoe Vale Rd|3|u|470000.0|SP|Barry|18/06/2016|1554304.1021919912|3046.0|3.0|1.0|2.0|187.0|-232496.66191149305|2014.0|Moreland|-37.7098|144.9163|Northern Metropolitan|8870.0
Yarraville|30 Simpson St|3|h|1460000.0|SP|Village|28/05/2016|2099831.8043217342|3013.0|3.0|1.0|2.0|463.0|1532103.641937024|1900.0|Maribyrnong|-37.8172|144.8924|Western Metropolitan|6543.0
Elsternwick|5/30 College St|2|h|716000.0|S|hockingstuart|3/06/2017|808530.0471523027|3185.0|2.0|1.0|1.0|0.0|614428.0653158993|1970.0|Glen Eira|-37.89438|145.00851|Southern Metropolitan|4898.0
Burwood|163 Highbury Rd|3|h|1151000.0|S|Buxton|4/02/2016|2258895.27198093|3125.0|3.0|1.0|1.0|695.0|1064762.9794622122||Whitehorse|-37.8551|145.1121|Southern Metropolitan|5678.0
Northcote|19a Victoria Rd|3|h|975000.0|S|Barry|22/05/2016|453388.1981340997|3070.0|3.0|1.0|2.0|274.0|589439.7042298735|2006.0|Darebin|-37.7815|145.0096|Northern Metropolitan|11364.0
Murrumbeena|5/25 Hobart Rd|1|u|261000.0|PI|Woodards|22/04/2017|-111492.81895713114|3163.0|1.0|1.0|1.0|0.0|-398514.2749496775|1960.0|Glen Eira|-37.8867|145.0699|Southern Metropolitan|4442.0
Ormond|6/16 Walsh St|2|u|437500.0|S|Woodards|8/04/2017|975803.6178477892|3204.0|2.0|1.0|1.0|0.0|274322.6977340156|1970.0|Glen Eira|-37.9023|145.0461|Southern Metropolitan|3578.0
Aberfeldie|5 Aroona Ct|3|h|1680000.0|SP|Raine|22/07/2017|1571857.7649697403|3040.0|5.0|2.0|3.0|1980.0|1346072.878554255|181.0|Wyndham|-37.89278|144.63568|Western Metropolitan|1543.0
Hadfield|100 South St|2|h|330000.0|VB|Stockdale|22/05/2016|63778.24081105483|3046.0|2.0|1.0|1.0|249.0|394903.9895954893|1970.0|Moreland|-37.714|144.939|Northern Metropolitan|2606.0
Ferntree Gully|2 Clendon Rd|3|t|664000.0|S|Ray|8/07/2017|2243249.4440535842|3156.0|3.0|2.0|1.0|539.0|449280.8867224432|1968.0|Kingston|-37.98086|145.11993|Eastern Metropolitan|10788.0
Thomastown|11 Belah St|3|h|867000.0|S|HAR|29/07/2017|1237052.9177219444|3074.0|||||821714.0230529596|||||Northern Metropolitan|7955.0
Moonee Ponds|61 Steele St|4|h|1361500.0|S|Rendina|10/12/2016|1198700.2376396256|3039.0|4.0|1.0|2.0|453.0|895630.8844875903|1920.0|Moonee Valley|-37.7698|144.9336|Western Metropolitan|6232.0
South Yarra|2/13 Motherwell St|1|u|465000.0|S|Biggin|6/08/2016|-194043.38613637962|3141.0|1.0|1.0|1.0|0.0|919388.8576416959|1970.0|Stonnington|-37.8456|145.0005|Southern Metropolitan|14887.0
Yarraville|55 Simpson St|2|h|1044000.0|SP|Jas|22/07/2017|1834070.2243019158|3013.0|4.0|2.0|0.0|2006.0|1007700.6284715105|204.0|Manningham|-37.74554000000001|145.21201000000005|Western Metropolitan|6543.0
South Yarra|12/219 Williams Rd|1|u|310000.0|PI|Buxton|12/11/2016|300371.3113221189|3141.0|1.0|1.0|1.0|0.0|519578.7945935535|1950.0|Stonnington|-37.8444|145.0037|Southern Metropolitan|14887.0
Malvern|17/246 Wattletree Rd|2|u|1350000.0|VB|RT|4/03/2017|2200185.097179681|3144.0|2.0|2.0|2.0|0.0|349195.40934596944||Stonnington|-37.8638|145.0379|Southern Metropolitan|4675.0
Avondale Heights|34 South Tce|5|h|860000.0|SP|Moonee|6/05/2017|1328760.5582859812|3034.0|||||859613.1708092687|||||Western Metropolitan|4502.0
Glenroy|8 Ila St|3|h|901000.0|S|Stockdale|20/05/2017|2398621.3605208937|3046.0|3.0|1.0|2.0|702.0|882894.893049633||Moreland|-37.709|144.9368|Northern Metropolitan|8870.0
Footscray|84 Victoria St|3|h|775000.0|SP|Jas|10/12/2016|987606.9959725902|3011.0|3.0|2.0|1.0|197.0|986729.8711810019||Maribyrnong|-37.8021|144.8924|Western Metropolitan|7570.0
Camberwell|35 Allambee Av|3|h|3000000.0|S|Kay|22/08/2016|3153730.8569909693|3124.0|||||2816114.1729523637|||||Southern Metropolitan|8920.0
Seaholme|41 Simmons Dr|3|h|860000.0|PI|RT|6/08/2016|1535880.6343922256|3018.0|3.0|2.0|2.0|537.0|491413.8262171992||Hobsons Bay|-37.8628|144.8468|Western Metropolitan|852.0
Ormond|27 Bewdley St|4|h|1875000.0|S|hockingstuart|7/11/2016|2029078.3219947158|3204.0|4.0|2.0|2.0|702.0|1805837.2013435715|1929.0|Glen Eira|-37.9063|145.0493|Southern Metropolitan|3578.0
Ormond|2/50 Lillimur Rd|1|u|327000.0|S|Buxton|8/07/2017|-282674.4431229284|3204.0|3.0|2.0|2.0|366.0|-426687.7844225843||Monash|-37.87904|145.12911|Southern Metropolitan|3578.0
Bentleigh East|3 Molden St|5|h|1550000.0|S|Hodges|18/06/2016|-1415898.6588111639|3165.0|5.0|3.0|2.0|623.0|1356950.9715453554|1950.0|Glen Eira|-37.9066|145.0541|Southern Metropolitan|10969.0
Alphington|1/9 Roemer Cr|2|u|480000.0|PI|Miles|7/05/2016|1458412.3401152832|3078.0|||||563957.8394752906|||||Northern Metropolitan|2211.0
Brighton|138 Bay St|3|h|1900000.0|S|hockingstuart|20/05/2017|3016487.473810813|3186.0|3.0|2.0|3.0|503.0|1380263.226853643||Bayside|-37.9049|144.9969|Southern Metropolitan|10579.0
Elwood|4/19 Ruskin St|3|t|1035000.0|S|Chisholm|29/07/2017|-12869.04830259271|3184.0|4.0|2.0|2.0|1965.0|684386.6238117114|130.0|Manningham|-37.78547|145.14153000000005|Southern Metropolitan|8989.0
Albert Park|55 Merton St|3|h|2100000.0|SP|Marshall|23/04/2016|3146479.589584166|3206.0|2.0|1.0|1.0|120.0|2020762.1482851538|1900.0|Port Phillip|-37.8427|144.9546|Southern Metropolitan|3280.0
Caulfield|2/19 Ash Gr|1|u|323000.0|S|hockingstuart|4/03/2017|87006.27259322826|3162.0|1.0|1.0|1.0|820.0|-687283.129135138||Glen Eira|-37.8866|145.0322|Southern Metropolitan|2379.0
Northcote|179 Arthurton Rd|3|h|1307500.0|S|Ray|15/07/2017|2771760.5923969336|3070.0|3.0|1.0|1.0||1811609.8244892785||Yarra Ranges|-37.77293|145.30819|Northern Metropolitan|11364.0
Balwyn North|2/43 Sutton St|3|h|1275000.0|VB|Fletchers|1/07/2017|3263558.548395073|3104.0|3.0|2.0|2.0|226.0|1270643.0156384965|1965.0|Boroondara|-37.79495|145.08192|Southern Metropolitan|7809.0
Maidstone|2/13 Radio St|2|t|600000.0|S|Jas|28/08/2016|-359651.02397612383|3012.0|2.0|2.0|1.0|145.0|558108.568767057|2012.0|Maribyrnong|-37.7801|144.869|Western Metropolitan|3873.0
Kensington|2/65 Bayswater Rd|2|u|420000.0|VB|Alexkarbon|4/06/2016|869855.0780633306|3031.0|2.0|1.0|1.0|0.0|155841.93156324126|1970.0|Melbourne|-37.794|144.923|Northern Metropolitan|5263.0
Toorak|6/1 Ruabon Rd|3|u|640000.0|PI|hockingstuart|24/06/2017|1598792.2880373178|3142.0|3.0|1.0|1.0|0.0|367268.5363130652|1970.0|Stonnington|-37.84744|145.00783|Southern Metropolitan|7217.0
Reservoir|3/14 Aberdeen St|2|u|452000.0|S|Nelson|13/08/2016|-1233861.5732954931|3073.0|2.0|1.0|1.0|0.0|799960.8612996775||Darebin|-37.703|145.0201|Northern Metropolitan|21650.0
Parkville|9/196 The Avenue|1|u|526000.0|S|Jellis|30/07/2016|1516492.8150884453|3052.0|1.0|1.0|1.0|0.0|1174074.8484643893|1995.0|Melbourne|-37.7829|144.9574|Northern Metropolitan|2309.0
Watsonia|23 Gabonia Av|3|h|620000.0|S|Darren|3/09/2016|615903.589300845|3087.0|||||836336.9143508823|||||Northern Metropolitan|2329.0
Balwyn|12 Wills St|5|h|2450000.0|S|Marshall|28/05/2016|3136706.107164385|3103.0|4.0|2.0|2.0|981.0|2736154.912800448|1960.0|Boroondara|-37.8058|145.0627|Southern Metropolitan|5682.0
Hampton East|2/2 Flowerdale Rd|2|u|801000.0|S|Buxton|19/11/2016|256814.46755417425|3188.0|2.0|1.0|1.0|217.0|1339184.0831364985|1994.0|Bayside|-37.9432|145.0348|Southern Metropolitan|2356.0
Balwyn|36 Narrak Rd|4|h|1800000.0|VB|Marshall|3/09/2016|2593505.820386842|3103.0|4.0|2.0|2.0|715.0|2123066.8751606517|1985.0|Boroondara|-37.811|145.0958|Southern Metropolitan|5682.0
Brunswick West|1/572 Moreland Rd|3|t|797500.0|S|Nelson|11/02/2017|1819407.2496223971|3055.0|3.0|2.0|2.0|262.0|274207.1571674991|2010.0|Moreland|-37.7519|144.9324|Northern Metropolitan|7082.0
Carlton North|235 Amess St|4|h|3450000.0|S|Nelson|13/05/2017|3128263.820511415|3054.0|4.0|2.0|1.0|515.0|3772204.08213328|1905.0|Yarra|-37.7817|144.9742|Northern Metropolitan|3106.0
Richmond|4 Bell St|2|h|1172000.0|S|Collins|17/06/2017|914596.4467622918|3121.0|2.0|1.0|0.0|155.0|529885.3566607613||Yarra|-37.82418|145.00185|Northern Metropolitan|14949.0
Fairfield|17 Langridge St|3|h|1330000.0|S|Barry|7/05/2016|541810.1987394525|3078.0|||||1260136.8677992804|||||Northern Metropolitan|2970.0
Moonee Ponds|6/9 St James St|2|u|410000.0|S|Brad|17/09/2016|868633.5465213156|3039.0|2.0|1.0|1.0|0.0|-163091.3772899867|1970.0|Moonee Valley|-37.7597|144.9188|Western Metropolitan|6232.0
Reservoir|2 Fordham Rd|4|h|741000.0|S|Ray|6/05/2017|1245544.7930552692|3073.0|4.0|1.0|2.0|659.0|43683.01794726576||Darebin|-37.7148|145.019|Northern Metropolitan|21650.0
Richmond|31/15 River Bvd|2|u|750000.0|S|Biggin|22/05/2016|-1237931.09989863|3121.0|2.0|2.0|1.0|0.0|1816763.033363444|2000.0|Yarra|-37.8128|145.0133|Northern Metropolitan|14949.0
Bentleigh|13 Wood St|4|h|1910000.0|S|hockingstuart|18/06/2016|1186962.1830641846|3204.0|4.0|2.0|4.0|736.0|2277823.299858861|1950.0|Glen Eira|-37.9224|145.0462|Southern Metropolitan|6795.0
Oak Park|1/29 Margaret St|3|t|770000.0|SP|Nelson|16/07/2016|1320310.3248792328|3046.0|3.0|2.0|2.0|264.0|905269.8677160648||Moreland|-37.722|144.9192|Northern Metropolitan|2651.0
Murrumbeena|7/502 Neerim Rd|1|t|470000.0|S|Thomson|27/05/2017|143121.75085493177|3163.0|1.0|1.0|1.0|0.0|1382138.842755154|2000.0|Glen Eira|-37.89018|145.06865|Southern Metropolitan|4442.0
Oakleigh|134 Atherton Rd|4|h|1641000.0|S|Ray|19/11/2016|688156.7937228498|3166.0|4.0|1.0|2.0|802.0|1507054.8731490138||Monash|-37.9002|145.099|Southern Metropolitan|3224.0
Seddon|15 Pentland Pde|4|h|1201000.0|S|Village|10/12/2016|1252697.8673190596|3011.0|4.0|2.0|1.0|299.0|1084982.19673152|1910.0|Maribyrnong|-37.8087|144.8952|Western Metropolitan|2417.0
Maribyrnong|1/9 Warrs Rd|3|h|840000.0|S|hockingstuart|11/03/2017|1202313.0889582923|3032.0|||||1454194.9352878858|||||Western Metropolitan|4918.0
Balaclava|1/36 The Avenue|2|u|585000.0|PI|Marshall|15/07/2017|911419.512842088|3183.0|3.0|2.0|2.0|0.0|665861.4506088038||Manningham|-37.75912|145.28886|Southern Metropolitan|2952.0
Lynbrook|9 MacLeod Wy|3|h|597500.0|S|Stockdale|1/07/2017|881529.7875270492|3975.0|||||235395.46152881504|||||South-Eastern Metropolitan|2322.0
Glen Iris|3/6 Belmont Av|2|u|811000.0|S|Woodards|27/05/2017|823503.0830463836|3146.0|||||1547754.7391044013|||||Southern Metropolitan|10412.0
Glenroy|1/14 Newton St|3|t|680000.0|SP|Stockdale|29/04/2017|2704805.4471253925|3046.0|3.0|2.0|2.0|243.0|287662.0147594701|2014.0|Moreland|-37.7116|144.9357|Northern Metropolitan|8870.0
Heidelberg West|523 Waterdale Rd|3|h|480000.0|PI|Ray|18/06/2016|676959.2826308465|3081.0|3.0|1.0|1.0|338.0|-355341.6315588836|1980.0|Banyule|-37.739|145.0481|Eastern Metropolitan|2674.0
Caulfield|2/218 Kambrook Rd|2|u|650000.0|VB|McGrath|3/06/2017|652312.2779243417|3162.0|2.0|2.0|1.0|0.0|1126553.2366430876|2010.0|Glen Eira|-37.88776|145.03364|Southern Metropolitan|2379.0
Bulleen|14 Collins St|3|h|990000.0|PI|Barry|22/08/2016|992531.7779936923|3105.0|3.0|1.0|2.0|602.0|1236164.705569145|1975.0|Manningham|-37.7674|145.0988|Eastern Metropolitan|4480.0
Brunswick West|12/82 Hopetoun Av|2|u|400000.0|VB|Nelson|27/06/2016|887513.1430321545|3055.0|||||436570.5322240729|||||Northern Metropolitan|7082.0
Prahran|116 Charles St|3|h|1650000.0|S|Jellis|10/12/2016|1419909.0463888447|3181.0|3.0|3.0|1.0|209.0|2516779.9028196586||Stonnington|-37.8467|144.9897|Southern Metropolitan|7717.0
Keilor Park|35 Spence St|3|h|566000.0|S|Nelson|28/05/2016|180610.12514864805|3042.0|3.0|2.0|2.0|554.0|77173.43979847012|1980.0|Brimbank|-37.7212|144.8598|Western Metropolitan|1119.0
Kingsville|149 Empress Av|3|h|1450000.0|SP|Jas|10/12/2016|980283.7717316902|3012.0|||||1360010.0834580418|||||Western Metropolitan|1808.0
Coburg|3/262 Reynard St|2|t|610000.0|PI|Ray|8/10/2016|522063.67962259596|3058.0|2.0|2.0|1.0|114.0|832252.4316509276||Moreland|-37.7466|144.9482|Northern Metropolitan|11204.0
Oak Park|1/1 Gregory St|3|u|647000.0|S|Brad|3/12/2016|185863.99611502653|3046.0|3.0|1.0|2.0|250.0|1285329.5607190877||Moreland|-37.7232|144.9148|Northern Metropolitan|2651.0
Coburg|13 Kaye Ct|4|h|838000.0|S|Jellis|28/05/2016|2226595.2376585617|3058.0|4.0|1.0|1.0|576.0|573774.547359393|1960.0|Moreland|-37.7369|144.9637|Northern Metropolitan|11204.0
South Yarra|8/57 Adams St|1|u|555000.0|S|Williams|12/11/2016|1217436.3869106798|3141.0|1.0|1.0|1.0|630.0|218635.4316993095||Melbourne|-37.8356|144.9773|Southern Metropolitan|14887.0
Collingwood|204/2 Johnston St|2|u|380000.0|PI|hockingstuart|13/08/2016|256161.98903067512|3066.0|||||193982.82996190066|||||Northern Metropolitan|4553.0
Coburg|126 Barrow St|2|h|900000.0|VB|Jellis|1/07/2017|1037946.0560187509|3058.0|2.0|1.0|1.0|350.0|943773.5559137808|1920.0|Moreland|-37.74483|144.97269|Northern Metropolitan|11204.0
Hawthorn East|5/305 Riversdale Rd|2|u|490000.0|S|Marshall|7/11/2016|847810.3866228247|3123.0|2.0|1.0|1.0|0.0|-271130.3994485229||Boroondara|-37.8301|145.0475|Southern Metropolitan|6482.0
Essendon|18 Lorraine St|4|h|2355000.0|S|McDonald|25/02/2017|3123907.1139524267|3040.0|4.0|2.0|3.0|715.0|2447022.0280344314|1920.0|Moonee Valley|-37.7582|144.9128|Western Metropolitan|9264.0
Altona|7 Maidstone St|2|h|1030000.0|S|Barlow|27/05/2017|2244881.6148527646|3018.0|2.0|1.0|1.0|743.0|1464455.1321017672||Hobsons Bay|-37.8732|144.81331|Western Metropolitan|5301.0
Richmond|73 Brighton St|2|h|1340000.0|S|Kay|12/11/2016|1648009.4250794225|3121.0|2.0|1.0|0.0|178.0|1422551.6540735862||Yarra|-37.8289|144.9992|Northern Metropolitan|14949.0
Northcote|7/9 Walker St|2|u|466000.0|SP|Nelson|4/06/2016|-57828.32054194209|3070.0|||||150677.4759248029|||||Northern Metropolitan|11364.0
Hadfield|3 Charles St|3|h|1102000.0|S|Stockdale|27/11/2016|1174989.3404432393|3046.0|3.0|1.0|2.0|1020.0|1333015.8663253356||Moreland|-37.709|144.9434|Northern Metropolitan|2606.0
Reservoir|3/3 Hobbs Cr|3|t|645000.0|S|Nelson|27/05/2017|715005.6861459119|3073.0|||||1302469.3683142257|||||Northern Metropolitan|21650.0
Brooklyn|4 Viola Av|3|h|790000.0|SP|hockingstuart|4/03/2017|613172.9322130654|3012.0|||||1552708.9737636847|||||Western Metropolitan|962.0
Ormond|5/30 Lillimur Rd|2|u|450000.0|VB|Ray|30/07/2016|1322632.6975330922|3204.0|2.0|1.0|1.0|0.0|697861.7378787368|2005.0|Glen Eira|-37.9014|145.0418|Southern Metropolitan|3578.0
Oakleigh|17 John St|2|h|1225000.0|S|Woodards|27/05/2017|3057578.9158491883|3166.0|2.0|1.0|2.0|567.0|1939129.5094206661|1940.0|Monash|-37.90193|145.10107|Southern Metropolitan|3224.0
Mill Park|11 Woolnough Dr|3|h|602000.0|S|Ray|8/07/2017|626710.4359785658|3082.0|||||600723.5545628464|||||Northern Metropolitan|10529.0
Clifton Hill|487 Hoddle St|3|h|1652500.0|S|Nelson|13/05/2017|1247003.457967596|3068.0|3.0|1.0|0.0|276.0|1106674.2472976549|1904.0|Yarra|-37.7933|144.9938|Northern Metropolitan|2954.0
Moorabbin|5 Bruthen St|3|h|975000.0|SP|Buxton|22/08/2016|1790664.4572606552|3189.0|3.0|1.0|2.0|650.0|800191.8052998572||Kingston|-37.9378|145.0546|Southern Metropolitan|2555.0
Epping|19 Lotus Ct|4|h|658000.0|PI|hockingstuart|29/07/2017|1781969.02019041|3076.0|4.0|2.0|2.0||-88323.75574169341||Whittlesea|-37.58279|145.12171999999995|Northern Metropolitan|10926.0
Reservoir|1/15 Chenies St|3|u|450000.0|VB|hockingstuart|22/05/2016|1189910.8133643526|3073.0|3.0|1.0|2.0|179.0|274435.3679335737|2002.0|Darebin|-37.7108|145.0289|Northern Metropolitan|21650.0
Wantirna South|6/17 Pach Rd|3|h|778000.0|S|Prof.|8/07/2017|1972325.7096579669|3152.0|||||519581.2321975555|||||Eastern Metropolitan|7082.0
Doncaster|21 Hampshire Rd|3|h|1360000.0|SP|Woodards|3/06/2017|1457957.6112759598|3108.0|3.0|1.0|2.0|647.0|1030205.6624397064|1965.0|Manningham|-37.79436|145.13869|Eastern Metropolitan|9028.0
