CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,PRC_FULL_PAYMENT,TENURE
C18957,2718.796217,1.0,428.0,0.0,428.0,2712.077107,0.75,0.0,0.666667,0.083333,1,9,3000.0,962.94577,0.0,12
C11944,210.993146,0.818182,90.51,90.51,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6500.0,1240.766161,0.0,12
C11684,1226.1221890000004,1.0,295.34,295.34,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,1200.0,439.233552,0.0,12
C14636,170.617046,0.727273,350.0,350.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,828.8943,0.14285699999999998,12
C12516,3008.66367,1.0,1137.62,659.62,478.0,3116.44095,0.75,0.416667,0.5,0.416667,12,16,6200.0,536.091856,0.0,12
C18210,110.983174,1.0,458.47,458.47,0.0,0.0,0.25,0.25,0.0,0.0,0,3,2000.0,414.618729,0.0,12
C17582,18.120946,0.5,57.0,57.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,1,1500.0,118.438703,0.0,6
C12745,57.257195,0.818182,472.5,472.5,0.0,0.0,0.75,0.75,0.0,0.0,0,9,7227.272727,598.240579,0.9,12
C13084,5030.927831,1.0,99.0,99.0,0.0,2999.769235,0.166667,0.166667,0.0,0.583333,10,2,6000.0,1144.381323,0.0,12
C10906,1948.434315,1.0,324.3,324.3,0.0,1468.08356,0.166667,0.166667,0.0,0.166667,4,4,5000.0,0.0,0.0,12
C16839,10.288205,0.363636,324.0,0.0,324.0,0.0,0.75,0.0,0.75,0.0,0,9,1500.0,555.119249,0.0,12
C17914,12.472571,0.727273,87.67,87.67,0.0,0.0,0.083333,0.083333,0.0,0.0,0,5,2000.0,123.304221,0.0,12
C17834,20.594739,1.0,320.64,0.0,320.64,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,273.840392,0.416667,12
C17712,7.215615,0.272727,54.45,54.45,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2000.0,160.130111,0.0,12
C15350,5829.92767,1.0,0.0,0.0,0.0,306.064982,0.0,0.0,0.0,0.25,4,0,6500.0,1438.8952800000004,0.0,12
C18625,0.401279,0.090909,31.5,0.0,31.5,0.0,0.25,0.0,0.25,0.0,0,3,3000.0,120.697352,0.0,12
C13864,757.67311,1.0,2553.46,568.46,1985.0,0.0,1.0,0.25,1.0,0.0,0,25,7000.0,2559.544182,0.0,12
C14273,63.930277,0.545455,626.98,589.1,37.88,0.0,0.416667,0.416667,0.083333,0.0,0,10,3000.0,450.633632,0.5,12
C13178,2600.500163,1.0,1301.9,1169.9,132.0,0.0,0.833333,0.666667,0.416667,0.0,0,21,4500.0,530.552146,0.0,12
C13608,2341.505917,1.0,1231.59,390.05,841.54,0.0,1.0,0.083333,1.0,0.0,0,26,7600.0,1218.7497130000004,0.0,12
C11368,1279.305202,1.0,2071.7,2071.7,0.0,2684.141722,0.5,0.5,0.0,0.333333,6,22,2500.0,2792.076889,0.25,12
C16723,148.376249,0.363636,600.0,600.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,731.400261,0.0,12
C12511,4153.477506,1.0,561.25,375.25,186.0,1222.725542,0.333333,0.083333,0.166667,0.583333,15,4,8000.0,1854.156679,0.0,12
C16205,214.699856,1.0,440.44,440.44,0.0,0.0,1.0,1.0,0.0,0.0,0,22,3000.0,541.0274450000002,0.0,12
C11562,1229.9388689999996,1.0,699.96,412.47,287.49,0.0,0.333333,0.166667,0.166667,0.0,0,9,2250.0,1333.446631,0.0,12
C15249,900.541751,1.0,15.8,0.0,15.8,0.0,0.25,0.0,0.25,0.0,0,3,7000.0,1542.583506,0.0,12
C13923,28.054194,0.636364,824.27,0.0,824.27,0.0,1.0,0.0,1.0,0.0,0,26,2500.0,673.029715,0.333333,12
C12869,13.750979999999998,0.181818,214.38,214.38,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1500.0,1458.242991,0.0,12
C18992,0.223351,0.090909,336.0,0.0,336.0,0.0,1.0,0.0,0.916667,0.0,0,12,1000.0,578.819329,0.0,12
C15928,986.828539,1.0,417.25,394.76,22.49,778.725777,0.333333,0.333333,0.083333,0.083333,1,7,1200.0,1706.1260969999996,0.0,12
C17988,1061.570865,1.0,0.0,0.0,0.0,525.428754,0.0,0.0,0.0,0.166667,2,0,2500.0,417.214903,0.0,12
C16416,562.145229,1.0,1872.51,503.01,1369.5,0.0,1.0,0.166667,0.833333,0.0,0,27,4500.0,1480.089378,0.0,12
C14803,1418.838078,1.0,0.0,0.0,0.0,272.782072,0.0,0.0,0.0,0.583333,7,0,1500.0,619.975821,0.0,12
C10471,9601.071318,1.0,238.34,0.0,238.34,4809.11955,0.833333,0.0,0.833333,1.0,8,5,15000.0,1194.510762,0.0,6
C16142,44.694228,0.818182,788.99,235.9,553.09,0.0,0.75,0.083333,0.583333,0.0,0,15,5700.0,874.5188199999999,0.727273,12
C13426,6533.309582,1.0,0.0,0.0,0.0,4257.018953,0.0,0.0,0.0,0.333333,11,0,8500.0,1691.047119,0.0,12
C10683,15.728894,0.272727,202.0,202.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,2000.0,200.169721,0.0,12
C17955,2.571837,0.1,99.0,0.0,99.0,0.0,0.2,0.0,0.2,0.0,0,2,2500.0,45.168124,0.0,10
C11401,920.872172,0.8888889999999999,296.64,130.0,166.64,944.088231,0.555556,0.111111,0.333333,0.111111,3,5,1200.0,119.369967,0.0,9
C19150,641.2825190000002,1.0,750.0,750.0,0.0,0.0,0.14285699999999998,0.14285699999999998,0.0,0.0,0,1,1000.0,105.582942,0.0,7
C11493,1168.007346,1.0,539.0,39.0,500.0,0.0,0.545455,0.090909,0.454545,0.0,0,6,8500.0,946.105536,0.0,11
C14722,25.178303,0.727273,283.15,0.0,283.15,0.0,0.583333,0.0,0.5,0.0,0,7,5000.0,206.688202,0.454545,12
C16566,1286.787274,1.0,0.0,0.0,0.0,68.190923,0.0,0.0,0.0,0.166667,2,0,1500.0,1602.22002,0.0,12
C10699,654.7477150000002,1.0,1969.24,567.47,1401.77,0.0,0.916667,0.25,0.916667,0.0,0,30,12000.0,2011.781378,0.0,12
C18582,1678.5937,1.0,1846.81,1846.81,0.0,0.0,0.625,0.625,0.0,0.0,0,18,3500.0,350.646998,0.0,8
C14788,1396.279238,1.0,3380.44,1449.92,1930.52,0.0,1.0,0.333333,1.0,0.0,0,27,3500.0,5451.794841,0.083333,12
C18983,983.520793,0.8888889999999999,554.1,554.1,0.0,758.4364400000002,0.333333,0.333333,0.0,0.333333,5,5,1200.0,376.440358,0.0,9
C11349,373.243163,0.909091,3603.23,3603.23,0.0,0.0,0.75,0.75,0.0,0.0,0,24,6000.0,4752.699763000001,1.0,12
C16973,1118.724569,1.0,0.0,0.0,0.0,1963.807815,0.0,0.0,0.0,0.428571,6,0,2000.0,193.30886,0.0,7
C11469,21.986298,0.454545,568.78,208.78,360.0,0.0,0.416667,0.083333,0.333333,0.0,0,10,3800.0,1448.573986,0.0,12
C15601,2269.073907,1.0,284.9,284.9,0.0,490.612381,0.166667,0.166667,0.0,0.333333,5,6,6000.0,559.24901,0.0,12
C12560,2008.004976,1.0,75.5,75.5,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,5000.0,485.389275,0.0,12
C18853,7.6968130000000015,0.090909,111.3,111.3,0.0,101.656544,0.083333,0.083333,0.0,0.083333,1,2,1200.0,0.0,0.0,12
C15534,1368.906278,1.0,0.0,0.0,0.0,5809.802917,0.0,0.0,0.0,0.166667,8,0,6000.0,322.580506,0.0,12
C13848,369.384435,1.0,3303.03,87.9,3215.13,0.0,0.833333,0.166667,0.75,0.0,0,28,6000.0,2353.184431,0.0,12
C15963,1101.328772,0.727273,0.0,0.0,0.0,3061.014837,0.0,0.0,0.0,0.333333,12,0,3000.0,649.339928,0.0,12
C10841,3517.561446,1.0,173.69,173.69,0.0,3122.99024,0.166667,0.166667,0.0,0.416667,6,2,5000.0,5091.3003119999985,0.0,12
C11509,465.033038,1.0,247.36,247.36,0.0,5291.769326,0.25,0.25,0.0,0.166667,9,2,8500.0,506.365178,0.25,12
C12004,1302.78269,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1500.0,351.8642660000001,0.0,12
C12896,1738.802811,1.0,395.0,395.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6000.0,566.494736,0.0,12
C18462,20.12252,0.666667,212.82,0.0,212.82,0.0,0.666667,0.0,0.5,0.0,0,5,2500.0,193.710394,1.0,6
C16752,734.337883,1.0,55.68,0.0,55.68,0.0,0.166667,0.0,0.166667,0.0,0,2,1000.0,938.997556,0.0,12
C16421,330.707721,0.545455,56.4,56.4,0.0,1680.231932,0.083333,0.083333,0.0,0.166667,3,1,4000.0,3613.150681,0.5,12
C17880,1610.489628,1.0,0.0,0.0,0.0,811.491192,0.0,0.0,0.0,0.25,3,0,2000.0,383.426341,0.0,12
C10682,558.989996,0.818182,4552.44,1234.0,3318.44,0.0,0.75,0.166667,0.583333,0.0,0,15,5000.0,5496.343824000001,1.0,12
C17313,23.261586,0.636364,252.0,0.0,252.0,0.0,0.583333,0.0,0.583333,0.0,0,7,2500.0,430.487291,1.0,12
C12782,1258.769693,1.0,142.0,42.0,100.0,0.0,0.166667,0.083333,0.083333,0.0,0,2,1200.0,300.672826,0.0,12
C16699,1374.4313960000004,1.0,81.0,0.0,81.0,0.0,0.75,0.0,0.75,0.0,0,9,3000.0,356.933062,0.0,12
C17576,6105.102208,1.0,248.73,0.0,248.73,8554.169845999999,0.083333,0.0,0.083333,0.75,49,2,9000.0,1824.639869,0.0,12
C17215,1274.544399,1.0,0.0,0.0,0.0,1269.320949,0.0,0.0,0.0,0.333333,5,0,2500.0,467.950231,0.0,12
C15603,5825.38367,1.0,3426.12,2369.78,1056.34,570.064013,1.0,0.666667,0.916667,0.166667,2,39,17000.0,2925.020526,0.0,12
C13191,103.611789,1.0,960.24,0.0,960.24,0.0,1.0,0.0,0.818182,0.0,0,13,2700.0,938.788924,0.2,11
C18849,85.900738,1.0,0.0,0.0,0.0,278.348105,0.0,0.0,0.0,0.25,3,0,500.0,193.747321,0.0,12
C18505,4302.771935,0.857143,0.0,0.0,0.0,5875.4041590000015,0.0,0.0,0.0,0.14285699999999998,5,0,6000.0,384.040295,0.0,7
C12570,15.531077,0.090909,0.0,0.0,0.0,1630.319983,0.0,0.0,0.0,0.083333,4,0,2000.0,1898.347582,0.0,12
C16739,894.99047,0.636364,3184.54,2486.98,697.56,1578.893925,1.0,0.583333,1.0,0.5,12,48,6500.0,3567.009988,0.083333,12
C13604,1765.5027510000002,1.0,2129.44,2129.44,0.0,506.593406,0.5,0.5,0.0,0.083333,2,6,4450.0,1893.259541,0.0,12
C11904,0.0,0.0,369.36,0.0,369.36,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,431.443959,0.0,12
C11171,0.0,0.0,12.65,0.0,12.65,0.0,0.083333,0.0,0.083333,0.0,0,1,5000.0,0.0,0.0,12
C12675,3586.05105,1.0,141.0,40.0,101.0,1072.395255,0.5,0.083333,0.416667,0.25,3,7,4350.0,3843.798591,0.0,12
C10441,3534.253718,1.0,566.28,431.01,135.27,3888.756412,0.5,0.333333,0.333333,0.083333,2,17,4000.0,1298.8236869999996,0.0,12
C11714,7919.563494,1.0,85.54,0.0,85.54,9945.280243,0.222222,0.0,0.111111,0.444444,10,2,10000.0,1594.977158,0.0,9
C12668,339.406259,1.0,14.28,0.0,14.28,0.0,0.416667,0.0,0.416667,0.0,0,5,10500.0,1263.292815,0.083333,12
C18184,100.403989,1.0,790.0,0.0,790.0,0.0,1.0,0.0,0.916667,0.0,0,13,1000.0,573.971571,0.6,12
C18165,81.364936,1.0,710.16,0.0,710.16,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,688.322495,0.75,12
C11026,195.804466,0.909091,0.0,0.0,0.0,477.378737,0.0,0.0,0.0,0.083333,1,0,1950.0,550.825801,0.1,12
C11964,2623.967336,1.0,3005.89,2438.85,567.04,0.0,0.916667,0.75,0.75,0.0,0,40,5500.0,1245.201203,0.0,12
C17138,1854.659145,1.0,151.69,151.69,0.0,443.392028,0.083333,0.083333,0.0,0.75,14,2,2000.0,496.54352300000005,0.0,12
C18126,56.215217,1.0,402.13,0.0,402.13,0.0,1.0,0.0,1.0,0.0,0,40,1000.0,297.931037,0.666667,12
C17117,574.416538,0.909091,376.2,0.0,376.2,0.0,1.0,0.0,1.0,0.0,0,24,1500.0,1100.109444,0.0,12
C10451,7057.658848,1.0,360.7,360.7,0.0,6517.541812,0.083333,0.083333,0.0,0.333333,15,2,8000.0,5147.693822,0.0,12
C11024,1532.2785720000004,1.0,2612.1,1375.5,1236.6,0.0,0.916667,0.916667,0.75,0.0,0,135,6500.0,1348.321843,0.0,12
C17093,42.852743,1.0,381.2,0.0,381.2,0.0,0.916667,0.0,0.916667,0.0,0,18,2500.0,330.100638,0.8,12
C13686,216.842907,0.909091,2480.88,279.09,2201.79,0.0,1.0,0.25,0.833333,0.0,0,36,7000.0,2897.619018,0.3,12
C10382,426.372628,1.0,5749.96,5439.96,310.0,0.0,1.0,1.0,0.25,0.0,0,50,12000.0,5711.540654,0.833333,12
C11201,269.309231,1.0,280.25,0.0,280.25,0.0,0.916667,0.0,0.916667,0.0,0,19,2500.0,176.415802,0.0,12
C11933,177.556406,0.818182,2228.35,1600.99,627.36,0.0,0.75,0.666667,0.583333,0.0,0,29,12000.0,1842.340524,0.454545,12
C18688,320.360709,0.454545,0.0,0.0,0.0,926.958974,0.0,0.0,0.0,0.083333,1,0,1200.0,2036.478465,0.25,12
C16068,424.809549,1.0,1130.0,1130.0,0.0,185.283125,0.083333,0.083333,0.0,0.083333,1,3,1500.0,133.744014,0.0,12
C14290,69.945524,0.909091,41.4,0.0,41.4,0.0,0.333333,0.0,0.333333,0.0,0,4,1200.0,147.786034,0.0,12
C12941,2017.948347,1.0,1137.55,1137.55,0.0,145.93864,0.333333,0.333333,0.0,0.166667,2,14,2500.0,2416.247973,0.0,12
C13419,302.7686740000001,1.0,3028.94,2033.94,995.0,0.0,0.916667,0.833333,0.166667,0.0,0,22,2400.0,2893.951915,0.9,12
C11280,2593.115716,1.0,0.0,0.0,0.0,3553.203852000001,0.0,0.0,0.0,0.666667,19,0,6000.0,2420.926404,0.0,12
C11836,1058.369265,1.0,0.0,0.0,0.0,1353.576787,0.0,0.0,0.0,0.25,4,0,1500.0,1381.061656,0.0,12
C16389,683.357929,1.0,5105.17,2265.11,2840.06,0.0,1.0,0.75,0.916667,0.0,0,90,3500.0,4650.299879,0.75,12
C18290,425.84804800000006,1.0,0.0,0.0,0.0,697.8542669999998,0.0,0.0,0.0,0.666667,11,0,500.0,327.627263,0.0,12
C11109,42.125651,0.636364,453.89,453.89,0.0,0.0,0.25,0.25,0.0,0.0,0,3,6500.0,793.296498,1.0,12
C11851,291.991838,1.0,2971.56,1671.6,1299.96,0.0,0.916667,0.333333,0.833333,0.0,0,31,13500.0,2238.594868,1.0,12
C19187,19.183215,1.0,300.0,0.0,300.0,0.0,1.0,0.0,0.833333,0.0,0,6,1000.0,275.86132200000003,0.0,6
C12695,1182.324933,1.0,0.0,0.0,0.0,258.13761,0.0,0.0,0.0,0.583333,8,0,1200.0,503.164651,0.0,12
C15015,2468.506177,1.0,0.0,0.0,0.0,648.808629,0.0,0.0,0.0,0.25,4,0,2500.0,601.740186,0.0,12
C13559,1034.253025,1.0,144.0,0.0,144.0,365.613498,1.0,0.0,1.0,0.083333,3,12,1000.0,373.833477,0.0,12
